"label","shape","n","engine","threads","secs","bytes","mb_s","note"
"fix3","num_random",200000,"fastgeojson",1,0.0293526357147909,8010989,260.278992746918,""
"fix3","num_random",200000,"fastgeojson",32,0.00993423095219658,8010989,769.045384094248,""
"fix3","num_random",200000,"jsonlite",NA,0.190613766666502,8010989,40.0803918411608,""
"fix3","num_random",200000,"yyjsonr",NA,0.0475442666663892,14212624,285.086203403807,""
"fix3","num_random",200000,"jsonify",NA,0.274098049994791,14212892,49.451172901498,""
"fix3","num_whole",200000,"fastgeojson",1,0.0183449499996972,4755707,247.228562755869,""
"fix3","num_whole",200000,"fastgeojson",32,0.00624874776095472,4755707,725.808721323787,""
"fix3","num_whole",200000,"jsonlite",NA,0.126047400000971,4755707,35.9816673903507,""
"fix3","num_whole",200000,"yyjsonr",NA,0.0222193000004872,5555707,238.456435408057,""
"fix3","num_whole",200000,"jsonify",NA,0.157760933332611,5555707,33.5845824657225,""
"fix3","int_only",200000,"fastgeojson",1,0.0102209799995762,4666841,435.442237499358,""
"fix3","int_only",200000,"fastgeojson",32,0.00567372686598005,4666841,784.430852168432,""
"fix3","int_only",200000,"jsonlite",NA,0.110626725007023,4666841,40.2312045318987,""
"fix3","int_only",200000,"yyjsonr",NA,0.0196916095238911,4666841,226.017400713327,""
"fix3","int_only",200000,"jsonify",NA,0.143860999999257,4666841,30.9371295936677,""
"fix3","logical_only",200000,"fastgeojson",1,0.00911782888902558,4200026,439.299418007233,""
"fix3","logical_only",200000,"fastgeojson",32,0.00512536296284654,4200026,781.497223411064,""
"fix3","logical_only",200000,"jsonlite",NA,0.101175300005707,4200026,39.5892764757064,""
"fix3","logical_only",200000,"yyjsonr",NA,0.017874765217446,4200026,224.084449541699,""
"fix3","logical_only",200000,"jsonify",NA,0.0858768399979453,4200026,46.641876023085,""
"fix3","chr_short",200000,"fastgeojson",1,0.0147781153847553,4350011,280.718728929681,""
"fix3","chr_short",200000,"fastgeojson",32,0.0133434310344706,4350011,310.901578167392,""
"fix3","chr_short",200000,"jsonlite",NA,0.0637259428580624,4350011,65.0989782297087,""
"fix3","chr_short",200000,"yyjsonr",NA,0.0215397263160221,4350011,192.597329507333,""
"fix3","chr_short",200000,"jsonify",NA,0.0877854600024875,4350011,47.2571854913913,""
"fix3","chr_long",10000,"fastgeojson",1,0.00302637142853118,2090001,658.603982370647,""
"fix3","chr_long",10000,"fastgeojson",32,0.00310649140624264,2090001,641.61782999238,""
"fix3","chr_long",10000,"jsonlite",NA,0.0113495638886687,2090001,175.617344817395,""
"fix3","chr_long",10000,"yyjsonr",NA,0.0031932007936236,2090001,624.19509569943,""
